premise,conclusion,similarity
clothing,footbath,0.5423697233200073
clothing,kiwi,0.2982126772403717
clothing,router,0.24262091517448425
clothing,microphone,0.5159574747085571
clothing,string cheese,0.1830684095621109
clothing,bamboo,0.2878367304801941
clothing,aloe,0.26197928190231323
clothing,ham,0.28090986609458923
clothing,washcloth,0.5153904557228088
clothing,watch,0.5641688108444214
clothing,pen,0.31226563453674316
clothing,blackberry,0.5170407295227051
clothing,jam,0.25595736503601074
clothing,nail,0.5510854721069336
clothing,guacamole,0.28820568323135376
clothing,glasses,0.5274487733840942
clothing,asparagus,0.27041321992874146
clothing,lunchbox,0.5335628986358643
clothing,car seat,0.5099026560783386
clothing,panda,0.24768215417861938
clothing,sushi,0.3134957253932953
clothing,fruit,0.2813108563423157
clothing,suitcase,0.511884868144989
clothing,air conditioner,0.5212593078613281
clothing,slot machine,0.3086095452308655
clothing,sea urchin,0.3042880594730377
clothing,pea,0.29952263832092285
clothing,footrest,0.5441949367523193
clothing,wineglass,0.5380359888076782
clothing,lamb chop,0.3049885034561157
clothing,hubcap,0.5116057395935059
clothing,cart,0.30366915464401245
clothing,funnel,0.31364837288856506
clothing,kale,0.3000006675720215
clothing,blueberry,0.5108673572540283
clothing,bun,0.30707600712776184
clothing,zucchini,0.3078281283378601
clothing,cellphone,0.5525839924812317
clothing,hairnet,0.5182380080223083
clothing,music box,0.5218170285224915
clothing,cracker,0.5419313907623291
clothing,modem,0.3087426424026489
clothing,air mattress,0.5188263654708862
clothing,projector,0.5197564959526062
clothing,dashboard,0.5142788887023926
clothing,backpack,0.5780697464942932
clothing,tortellini,0.3002738356590271
clothing,flask,0.3011958599090576
clothing,easter egg,0.5216342806816101
clothing,jewelry,0.5330860614776611
clothing,pickax,0.516203761100769
clothing,rocking chair,0.5418757200241089
clothing,notebook,0.30300575494766235
clothing,dryer,0.5172915458679199
clothing,handle,0.2757863998413086
clothing,cup,0.3108099102973938
clothing,duffel bag,0.5081033110618591
clothing,wheelbarrow,0.5185210704803467
clothing,ivy,0.29817745089530945
clothing,squid,0.27670788764953613
clothing,key,0.3135417103767395
clothing,sweeper,0.537224531173706
clothing,beachball,0.549524188041687
clothing,sewing machine,0.5318850874900818
clothing,pocket watch,0.5373964905738831
clothing,lamb,0.30542683601379395
clothing,blowgun,0.5362563133239746
clothing,glass,0.5274487733840942
clothing,match,0.3097759485244751
clothing,file,0.30345869064331055
seafood,green beans,0.5413849353790283
seafood,file,0.18282729387283325
seafood,ice cream,0.5406917333602905
seafood,coffee table,0.5333048105239868
seafood,kale,0.18876215815544128
seafood,panda,0.1847793161869049
seafood,fishnet stockings,0.5304594039916992
seafood,string cheese,0.15077202022075653
seafood,meatball,0.5357086658477783
seafood,handle,0.17984217405319214
seafood,breadbox,0.5253104567527771
seafood,uniform,0.1812383383512497
seafood,ham,0.1775853931903839
seafood,coffee,0.5151764750480652
seafood,tomato sauce,0.5560883283615112
seafood,kiwi,0.19326773285865784
seafood,coffee bean,0.5305730700492859
seafood,can,0.18657049536705017
seafood,food processor,0.5340282320976257
seafood,stereo,0.18369600176811218
seafood,muff,0.18471503257751465
seafood,cake mix,0.5272824764251709
seafood,tea,0.5175423622131348
seafood,frame,0.18967026472091675
women's clothing,shower cap,0.5226572155952454
women's clothing,hearing aid,0.518435001373291
women's clothing,guacamole,0.029036536812782288
women's clothing,hot tub,0.5291606783866882
women's clothing,panda,0.006485387682914734
women's clothing,flask,0.04981524497270584
women's clothing,spam,0.05328001827001572
women's clothing,pizza,0.05471889302134514
women's clothing,golf cart,0.5288031697273254
women's clothing,swimming pool,0.5675106048583984
women's clothing,headdress,0.5750836730003357
women's clothing,string cheese,0.02741367742419243
women's clothing,flan,0.05396858975291252
women's clothing,christmas tree,0.5270766019821167
women's clothing,papaya,0.05464750900864601
women's clothing,ham,0.04861854389309883
women's clothing,school bus,0.5378110408782959
women's clothing,coffee table,0.529281735420227
women's clothing,jewelry,0.5153167247772217
condiment,curry,0.5596688985824585
condiment,salad,0.5500888228416443
condiment,casserole,0.5650928020477295
condiment,parfait,0.5529892444610596
condiment,fan,0.25257810950279236
condiment,crouton,0.551075279712677
condiment,makeup,0.25626900792121887
condiment,almond,0.5367871522903442
condiment,dessert,0.547735333442688
condiment,marijuana,0.2178393304347992
condiment,hearing aid,0.20355847477912903
condiment,snack,0.5705054402351379
condiment,handle,0.24087128043174744
condiment,measuring cup,0.2443811297416687
condiment,police car,0.2441573441028595
mammal,moss,0.5636613368988037
mammal,stapler,0.5524861812591553
mammal,moccasin,0.5670010447502136
mammal,moth,0.5670023560523987
mammal,face mask,0.23011097311973572
mammal,rattlesnake,0.5619469285011292
mammal,trolley,0.552431583404541
mammal,pretzel,0.5514039397239685
mammal,coverall,0.2427859604358673
mammal,grater,0.5585588812828064
mammal,fishbowl,0.5484739542007446
mammal,cream cheese,0.24369663000106812
mammal,binder,0.2533823847770691
mammal,button,0.2174881398677826
mammal,slot machine,0.2168906331062317
mammal,marshmallow,0.555830717086792
mammal,candelabra,0.5720759034156799
mammal,dragonfly,0.5680751800537109
mammal,record player,0.1944345235824585
mammal,tugboat,0.5521414279937744
mammal,turban,0.5727677345275879
mammal,tadpole,0.5887136459350586
mammal,goblet,0.5490678548812866
mammal,cornucopia,0.5637327432632446
mammal,school bus,0.24220608174800873
mammal,mascara,0.5684528350830078
mammal,uniform,0.164002925157547
mammal,scorpion,0.5577356815338135
mammal,paper,0.22324001789093018
mammal,measuring cup,0.12454917281866074
mammal,walnut,0.5578551888465881
mammal,hearing aid,0.21099045872688293
mammal,wallet,0.2209855318069458
mammal,stethoscope,0.5709960460662842
mammal,tomato,0.5753914713859558
mammal,handle,0.08409874141216278
mammal,sarcophagus,0.568730354309082
mammal,filing cabinet,0.2485732138156891
mammal,hammock,0.5796811580657959
mammal,thermometer,0.5599644184112549
mammal,lollipop,0.5508896112442017
mammal,fruit,0.20964762568473816
mammal,wrap,0.18594881892204285
mammal,combination lock,0.21029874682426453
mammal,caterpillar,0.5698726773262024
mammal,marijuana,0.1748160719871521
mammal,coffee bean,0.24919266998767853
mammal,string cheese,0.17313726246356964
mammal,shopping cart,0.21995322406291962
mammal,scalpel,0.5603132247924805
mammal,shelf,0.2512087821960449
mammal,kaleidoscope,0.5665420293807983
mammal,recorder,0.23035433888435364
mammal,daisy,0.5506256818771362
mammal,cookie,0.24238556623458862
mammal,drawer,0.21038052439689636
mammal,garlic,0.24715179204940796
mammal,notebook,0.19018416106700897
mammal,locker,0.2214834988117218
mammal,hammer,0.558758020401001
mammal,police car,0.21131758391857147
mammal,mussel,0.5573928356170654
mammal,jewelry,0.21618810296058655
mammal,makeup,0.20567810535430908
mammal,machine gun,0.21731528639793396
mammal,checkers,0.2322506308555603
mammal,maggot,0.5573806166648865
mammal,coffee,0.22592395544052124
mammal,swimming pool,0.24697957932949066
mammal,birdcage,0.5504353046417236
mammal,seahorse,0.5759214162826538
mammal,turtleneck,0.5679003000259399
mammal,tarantula,0.5868183374404907
mammal,mosquito,0.5609198212623596
mammal,chandelier,0.5615793466567993
mammal,toolbox,0.25900042057037354
mammal,tea,0.2345825731754303
mammal,frame,0.25284478068351746
mammal,mallet,0.5635541081428528
mammal,ready meal,0.1917285919189453
mammal,file,0.2511745095252991
mammal,sandwich,0.5559465885162354
mammal,submarine,0.5595262050628662
mammal,match,0.15738028287887573
mammal,router,0.17632785439491272
mammal,jalapeno,0.5500630736351013
mammal,bonnet,0.5504957437515259
mammal,roll,0.2304389476776123
dessert,almond,0.5522691011428833
dessert,combination lock,0.17349232733249664
dessert,modem,0.19513678550720215
dessert,measuring cup,0.18400058150291443
dessert,recorder,0.16992664337158203
dessert,shelf,0.1881534308195114
dessert,breakfast,0.6312851905822754
dessert,croissant,0.5966390371322632
dessert,cocktail,0.5679707527160645
dessert,artichoke,0.585777759552002
dessert,handle,0.07067310810089111
dessert,router,0.18632635474205017
dessert,appetizer,0.6151686310768127
dessert,record player,0.18703463673591614
dessert,match,0.11759220063686371
dessert,cordon bleu,0.5549359321594238
dessert,hot chocolate,0.5576424598693848
dessert,mashed potato,0.5658279657363892
dessert,uniform,0.12531918287277222
dessert,deodorant,0.5530349016189575
dessert,remote control,0.2158510386943817
dessert,salad,0.5776815414428711
dessert,sandwich,0.5659258365631104
dessert,quesadilla,0.5541118383407593
dessert,snack,0.5876705050468445
dessert,police car,0.18728527426719666
dessert,stew,0.5542750954627991
dessert,marijuana,0.21577391028404236
dessert,soup,0.555758535861969
dessert,sauce,0.6000955104827881
dessert,casserole,0.5767784118652344
dessert,string cheese,0.1771223247051239
dessert,checkers,0.21732282638549805
dessert,notebook,0.18503285944461823
dessert,button,0.17692460119724274
dessert,machine gun,0.1917945295572281
auto part,flamethrower,-0.08782455325126648
auto part,kimono,-0.07452782243490219
auto part,swimming pool,0.49467524886131287
auto part,muff,-0.12515945732593536
auto part,lavender,-0.07677610218524933
auto part,jalapeno,-0.10011881589889526
auto part,bottle opener,0.48609215021133423
auto part,coffee bean,0.49349626898765564
auto part,wine bottle,0.4876534342765808
auto part,dandelion,-0.0792887732386589
auto part,kale,-0.11561344563961029
auto part,garbage truck,0.5050818920135498
auto part,golf cart,0.5037161707878113
auto part,lollipop,-0.07426519691944122
auto part,cauliflower,-0.08299711346626282
auto part,papaya,-0.09359050542116165
auto part,recorder,0.492511123418808
auto part,sofa bed,0.5208921432495117
auto part,rhubarb,-0.1057630404829979
auto part,ham,-0.07697618007659912
auto part,kiwi,-0.11311947554349899
auto part,rattle,-0.10966319590806961
auto part,record player,0.601817786693573
auto part,broccoli,-0.125169038772583
auto part,measuring cup,0.4974558353424072
auto part,remote control,0.5675399899482727
auto part,combination lock,0.5195409059524536
auto part,coffee table,0.5037719011306763
auto part,vacuum,0.47841790318489075
auto part,tube top,0.4992440938949585
sea animal,music box,0.5420485138893127
sea animal,jalapeno,0.1332402229309082
sea animal,kiwi,0.11259438097476959
sea animal,water bottle,0.5614355802536011
sea animal,kale,0.10154445469379425
sea animal,muff,0.07897131145000458
sea animal,sling,0.11935804784297943
sea animal,coffee table,0.5634018778800964
sea animal,rattle,0.13099561631679535
sea animal,eye patch,0.6062171459197998
sea animal,tube top,0.5574723482131958
sea animal,papaya,0.12052489072084427
sea animal,polar bear,0.5571480393409729
sea animal,bra,0.11212911456823349
sea animal,star fruit,0.560258686542511
sea animal,broccoli,0.11038585007190704
sea animal,garbage truck,0.5638805627822876
sea animal,swimming pool,0.5715392827987671
sea animal,wine bottle,0.5458897948265076
sea animal,guacamole,0.11082673072814941
sea animal,seafood,0.7763980627059937
sea animal,ham,0.11099659651517868
sea animal,ice pack,0.5560097098350525
sea animal,flan,0.11984250694513321
sea animal,cruise ship,0.5429458618164062
sea animal,coffee bean,0.5582828521728516
sea animal,stereo,0.1258474886417389
sea animal,seaweed,0.6458876132965088
sea animal,panda,0.11337379366159439
sea animal,flamethrower,0.1314946413040161
plant,marmalade,0.23490679264068604
plant,muff,0.19236789643764496
plant,bean,0.5626524686813354
plant,toy,0.5710812211036682
plant,panda,0.25369346141815186
plant,bird,0.6477081775665283
plant,spacesuit,0.5902963876724243
plant,flan,0.2113560438156128
plant,boot,0.5647302865982056
plant,dog,0.5692794322967529
plant,vise,0.24253246188163757
plant,string cheese,0.22503472864627838
plant,chair,0.6075155735015869
plant,scoop,0.2554977536201477
plant,chainsaw,0.5835211277008057
plant,ottoman,0.24522791802883148
plant,potato,0.594616174697876
plant,butter,0.2566157281398773
plant,router,0.24840852618217468
plant,glove,0.5479103326797485
plant,tank,0.560684323310852
plant,drink,0.558702826499939
plant,bug,0.5517350435256958
plant,computer,0.569961667060852
plant,roll,0.21221210062503815
plant,jam,0.18827879428863525
plant,bow,0.19488324224948883
plant,bank,0.56797856092453
plant,baklava,0.2590468227863312
plant,nail,0.5459634065628052
plant,truck,0.5925130248069763
plant,margarita,0.2452389895915985
plant,tiramisu,0.23979198932647705
plant,bra,0.23278430104255676
plant,boat,0.5685978531837463
plant,ink,0.2451498806476593
plant,car,0.5433370471000671
plant,kimono,0.252092182636261
plant,camera,0.575890064239502
plant,watch,0.5549733638763428
plant,ship,0.5493561029434204
plant,cat,0.6280107498168945
plant,vegetable,0.625996470451355
plant,gum,0.24543508887290955
plant,spam,0.2543642520904541
plant,papaya,0.25358229875564575
plant,guacamole,0.25440627336502075
livestock,hopscotch,0.6712009310722351
livestock,handle,0.01974257081747055
livestock,ready meal,0.11079481244087219
livestock,match,0.08553054183721542
livestock,string cheese,0.12806177139282227
livestock,stapler,0.6762959957122803
livestock,stethoscope,0.6759054660797119
livestock,combination lock,0.05593130737543106
livestock,lollipop,0.6754211783409119
livestock,shovel,0.6723902225494385
livestock,marijuana,0.08927711844444275
livestock,antelope,0.6729216575622559
livestock,record player,0.06927982717752457
livestock,flamethrower,0.6789816617965698
livestock,measuring cup,-0.015487335622310638
livestock,uniform,0.07283610105514526
livestock,baklava,0.6712995767593384
livestock,joystick,0.6739830374717712
office supply,ham,0.032069798558950424
office supply,coffee table,0.6090593934059143
office supply,coffee bean,0.5812830924987793
office supply,rattle,0.05477723479270935
office supply,broccoli,0.019338712096214294
office supply,guacamole,0.039892833679914474
office supply,school bus,0.6175581216812134
office supply,flan,0.04167301952838898
office supply,kale,0.03447100520133972
office supply,papaya,0.038130808621644974
office supply,music box,0.5815332531929016
office supply,food processor,0.5902493000030518
office supply,bow,0.051101528108119965
office supply,bottle opener,0.5580422878265381
office supply,filing cabinet,0.5748312473297119
office supply,remote control,0.5730334520339966
office supply,swimming pool,0.6000832319259644
office supply,wine bottle,0.5779215097427368
office supply,flamethrower,0.053438447415828705
office supply,shopping cart,0.6053364872932434
office supply,record player,0.5580626726150513
office supply,jalapeno,0.04457222297787666
office supply,kiwi,0.033089835196733475
office supply,muff,0.03475130721926689
kitchen tool,wine bottle,0.603119969367981
kitchen tool,flan,0.09861945360898972
kitchen tool,broccoli,0.1049242913722992
kitchen tool,jewelry,0.5993486642837524
kitchen tool,coffee bean,0.6306184530258179
kitchen tool,muff,0.06884302198886871
kitchen tool,cake mix,0.6344113945960999
kitchen tool,kiwi,0.09230697154998779
kitchen tool,guacamole,0.07562467455863953
kitchen tool,shower cap,0.6997659802436829
kitchen tool,can,0.10402221977710724
kitchen tool,kale,0.08181959390640259
kitchen tool,coffee table,0.6658400297164917
kitchen tool,rattle,0.10610929131507874
kitchen tool,air mattress,0.6185525059700012
kitchen tool,swimming pool,0.6637215614318848
kitchen tool,mattress,0.6152895092964172
kitchen tool,shaving cream,0.5999925136566162
kitchen tool,panda,0.07426561415195465
kitchen tool,papaya,0.09608858078718185
kitchen tool,food processor,0.6549854278564453
kitchen tool,water bottle,0.6123896837234497
kitchen tool,stereo,0.10404620319604874
kitchen tool,ham,0.07503270357847214
kitchen tool,vacuum,0.5985414981842041
kitchen tool,trident,0.09953469783067703
kitchen tool,hot tub,0.6132128834724426
electronic device,aircraft carrier,0.4638940393924713
electronic device,milk,0.09719748049974442
electronic device,shopping cart,0.46756017208099365
electronic device,measuring cup,0.49443042278289795
electronic device,kimono,0.11095669865608215
electronic device,pocket watch,0.5122877359390259
electronic device,paper bag,0.5028935670852661
electronic device,bow,0.08605024218559265
electronic device,candy bar,0.46838486194610596
electronic device,bottle opener,0.4985331892967224
electronic device,water bottle,0.5037903785705566
electronic device,lollipop,0.09257073700428009
electronic device,briefcase,0.5156404972076416
electronic device,lavender,0.11691765487194061
electronic device,school bus,0.4850897192955017
electronic device,eye patch,0.4909018278121948
electronic device,scrabble,0.12325660139322281
electronic device,tongs,0.11102692782878876
electronic device,papaya,0.0735650584101677
electronic device,backpack,0.4951840043067932
electronic device,sling,0.1082831397652626
electronic device,tortellini,0.11405682563781738
electronic device,water filter,0.46778666973114014
electronic device,guacamole,0.08315930515527725
electronic device,swimming pool,0.501157820224762
electronic device,ready meal,0.4636308550834656
electronic device,air mattress,0.48952382802963257
electronic device,footrest,0.46786606311798096
electronic device,pan,0.11415429413318634
electronic device,license plate,0.48340845108032227
electronic device,lightning bug,0.47665515542030334
electronic device,flamethrower,0.11797833442687988
electronic device,flan,0.06434116512537003
electronic device,muff,0.08018766343593597
electronic device,sauerkraut,0.09319427609443665
electronic device,zucchini,0.09368978440761566
electronic device,apple tree,0.480949342250824
electronic device,harp,0.1159304827451706
electronic device,panda,0.10343297570943832
electronic device,broccoli,0.060770124197006226
electronic device,drink,0.4761624336242676
electronic device,rubber band,0.47610366344451904
electronic device,rattle,0.10452882945537567
electronic device,baklava,0.11654643714427948
electronic device,tape measure,0.4810211956501007
electronic device,garbage truck,0.4772789478302002
electronic device,canister,0.4715797007083893
electronic device,coffee table,0.47918927669525146
electronic device,velcro,0.10126951336860657
electronic device,ice pack,0.5093638896942139
electronic device,chihuahua,0.11412923038005829
electronic device,rhubarb,0.10026596486568451
electronic device,playing card,0.4783925414085388
electronic device,golf cart,0.4647381901741028
electronic device,watch,0.46595335006713867
electronic device,ham,0.09162081778049469
electronic device,patty,0.12327071279287338
electronic device,filing cabinet,0.4939200282096863
electronic device,jalapeno,0.09165783226490021
electronic device,kiwi,0.07976736128330231
electronic device,sushi,0.11245836317539215
electronic device,shower cap,0.482721209526062
electronic device,bamboo,0.09605137258768082
electronic device,jewelry,0.4882408678531647
electronic device,bra,0.10376908630132675
electronic device,combination lock,0.5222263336181641
electronic device,kebab,0.11111247539520264
electronic device,cauliflower,0.12299451231956482
electronic device,cabinet,0.4688927233219147
electronic device,tiramisu,0.08722896128892899
electronic device,kale,0.08525227755308151
electronic device,tube top,0.4676693379878998
electronic device,margarita,0.09516414254903793
electronic device,letter opener,0.5044968128204346
animal,hot chocolate,0.16214436292648315
animal,marker,0.5201910734176636
animal,floss,0.18480004370212555
animal,kazoo,0.20578326284885406
animal,garbage truck,0.49391767382621765
animal,asparagus,0.202499121427536
animal,pantyhose,0.18770021200180054
animal,robe,0.17799898982048035
animal,ottoman,0.1757565438747406
animal,iron,0.20776817202568054
animal,espresso,0.19734759628772736
animal,smoothie,0.4946656823158264
animal,tablet,0.4812583327293396
animal,hook,0.49879705905914307
animal,projector,0.5603700876235962
animal,combination lock,0.4926314651966095
animal,mandolin,0.17187611758708954
animal,pan,0.20548152923583984
animal,sling,0.17536517977714539
animal,zucchini,0.1921929568052292
animal,creme brulee,0.20210674405097961
animal,muff,0.1357208639383316
animal,ring,0.47906070947647095
animal,bottle,0.6213293075561523
animal,bongo,0.1788402795791626
animal,cellphone,0.48044297099113464
animal,key,0.5164453983306885
animal,ham,0.17814745008945465
animal,toy,0.5045755505561829
animal,broccoli,0.11949172616004944
animal,cabinet,0.4949110150337219
animal,music box,0.47784143686294556
animal,jersey,0.2040209174156189
animal,mixer,0.4930437505245209
animal,pita,0.189445361495018
animal,fruit,0.6577715277671814
animal,saffron,0.18439771234989166
animal,chainsaw,0.5155652165412903
animal,train set,0.5626828670501709
animal,truck,0.5003290772438049
animal,bamboo,0.14439675211906433
animal,hopscotch,0.17821615934371948
animal,cheeseburger,0.2070295810699463
animal,nacho,0.17751635611057281
animal,harp,0.18590372800827026
animal,milk,0.16939491033554077
animal,box,0.6403610706329346
animal,mailbox,0.5585762858390808
animal,remote control,0.4894711971282959
animal,bean,0.5033379793167114
animal,table,0.5061280131340027
animal,lock,0.4777719974517822
animal,ball,0.5460663437843323
animal,patch,0.5280814170837402
animal,padlock,0.48003071546554565
animal,bus,0.48979097604751587
animal,costume,0.5162225961685181
animal,glasses,0.5015878677368164
animal,cheesecake,0.1899833381175995
animal,workbench,0.4947558641433716
animal,backpack,0.5213149785995483
animal,keg,0.19333496689796448
animal,bow,0.1299894154071808
animal,jeep,0.20273181796073914
animal,recorder,0.5250170826911926
animal,slingshot,0.20760810375213623
animal,flan,0.11716574430465698
animal,matchbox,0.5019595623016357
animal,keyboard,0.540692925453186
animal,loveseat,0.20682325959205627
animal,tree,0.5437936186790466
animal,board game,0.5505211353302002
animal,container,0.5712622404098511
animal,tiramisu,0.12059498578310013
animal,drink,0.5585651397705078
animal,folder,0.5277897715568542
animal,okra,0.18697500228881836
animal,souffle,0.18196849524974823
