premise,conclusion,hypernymy,similarity_raw,similarity_binary,premise_form,conclusion_form
clothing,leotard,yes,0.4009787440299988,low,wearables,leotards
candy,jelly bean,yes,0.5419033765792847,low,candies,jelly beans
fastener,handle,no,0.3068484663963318,low,fasteners,handles
seafood,tea,no,0.5175423622131348,high,seafood,tea
insect,moth,yes,0.4980195164680481,low,insects,moths
fastener,screw,yes,0.5869092345237732,high,fasteners,screws
food,spring roll,yes,0.40225300192832947,high,food,spring rolls
mammal,platypus,yes,0.5984790921211243,high,mammals,platypuses
food,radish,yes,0.385118305683136,high,food,radishes
container,cup,yes,0.5159918069839478,high,containers,cups
food,iron,no,0.24354027211666107,low,food,irons
food,hammock,no,0.2552775740623474,low,food,hammocks
food,bus,no,0.4100108742713928,high,food,buses
animal,meerkat,yes,0.3174555003643036,low,animals,meerkats
plant,bank,no,0.56797856092453,high,plants,banks
container,pot,yes,0.2934268116950989,low,containers,pots
tool,flan,no,0.14550863206386566,low,tools,flan
mammal,dragonfly,no,0.5680751800537109,high,mammals,dragonflies
kitchen equipment,dishwasher,yes,0.31525906920433044,high,kitchen equipment,dishwashers
auto part,spark plug,yes,0.43192800879478455,high,auto parts,spark plugs
weapon,bow,yes,0.18968284130096436,low,weapons,bow
sea animal,wine bottle,no,0.5458897948265076,high,sea animals,wine bottles
vehicle,hearse,yes,0.30519598722457886,low,vehicles,hearses
tool,doorhandle,yes,0.40300801396369934,high,tools,doorhandles
mammal,yak,yes,0.47459617257118225,low,mammals,yaks
mammal,thermometer,no,0.5599644184112549,high,mammals,thermometers
candy,licorice,yes,0.557154655456543,low,candies,licorice
kitchen tool,papaya,no,0.09608858078718185,low,kitchen tools,papayas
animal,chihuahua,yes,0.18363416194915771,low,animals,chihuahuas
vehicle,caviar,no,0.06974867731332779,low,vehicles,caviar
furniture,bunkbed,yes,0.4942149519920349,high,furniture,bunkbeds
breakfast,muffin,yes,0.4609033465385437,high,breakfasts,muffins
home decor,bow,no,0.14832961559295654,low,home decors,bow
vehicle,printer,no,0.546838641166687,high,vehicles,printers
dessert,remote control,no,0.2158510386943817,low,desserts,remote controls
animal,container,no,0.5712622404098511,high,animals,containers
home decor,cuckoo clock,yes,0.3634082078933716,high,home decors,cuckoo clocks
mammal,badger,yes,0.4310317635536194,low,mammals,badgers
vehicle,aircraft carrier,yes,0.4528105556964874,high,vehicles,aircraft carriers
seafood,green beans,no,0.5413849353790283,high,seafood,green beans
fruit,bow,no,0.08395005762577057,low,fruits,bow
school supply,letter opener,no,0.6146485805511475,high,school supplies,letter openers
candy,pizza,no,0.6556714773178101,high,candies,pizzas
furniture,chair,yes,0.48668229579925537,high,furniture,chairs
food,tomato sauce,yes,0.3914027512073517,high,food,tomato sauce
seafood,seaweed,yes,0.6560547947883606,high,seafood,seaweeds
fastener,hook,yes,0.3839416801929474,low,fasteners,hooks
food,food processor,no,0.7453390955924988,high,food,food processors
electronic device,coffeemaker,yes,0.15212200582027435,low,electronic devices,coffeemakers
food,pepper,yes,0.27375248074531555,low,food,peppers
food,chariot,no,0.24111613631248474,low,food,chariots
electronic device,air conditioner,yes,0.4685535430908203,high,electronic devices,air conditioners
furniture,lollipop,no,0.12432010471820831,low,furniture,lollipops
fastener,bow,yes,0.40251120924949646,low,fasteners,bow
animal,giraffe,yes,0.2701501250267029,low,animals,giraffes
medical equipment,swimming pool,no,0.5438052415847778,high,medical equipments,swimming pools
dessert,pastry,yes,0.5915595293045044,high,desserts,pastries
drink,glasses,no,0.5845950841903687,high,drinks,glasses
food,airbag,no,0.38626721501350403,high,food,airbags
container,shopping cart,yes,0.38369619846343994,high,containers,shopping carts
container,bowl,yes,0.26350176334381104,low,containers,bowls
vehicle,drawer,no,0.5809831619262695,high,vehicles,drawers
auto part,broccoli,no,-0.125169038772583,low,auto parts,broccolis
weapon,glass,no,0.5565885901451111,high,weapons,glasses
animal,nacho,no,0.17751635611057281,low,animals,nachoes
home decor,curtain,yes,0.40499556064605713,high,home decors,curtains
women's clothing,hearing aid,no,0.518435001373291,high,women's clothes,hearing aids
home decor,birdhouse,yes,0.40823236107826233,high,home decors,birdhouses
medical equipment,sling,yes,0.23599982261657715,low,medical equipments,slings
food,cooker,no,0.42743268609046936,high,food,cookers
vegetable,chive,yes,0.48241525888442993,high,vegetables,chives
musical instrument,xylophone,yes,0.2379940301179886,low,musical instruments,xylophones
condiment,ginger,yes,0.4183400273323059,low,condiments,ginger
mammal,gazelle,yes,0.5269416570663452,high,mammals,gazelles
medical equipment,scalpel,yes,0.3753291368484497,high,medical equipments,scalpels
school supply,marker,yes,0.29016485810279846,low,school supplies,markers
food,tortilla,yes,0.3321545124053955,high,food,tortillas
kitchen tool,spoon,yes,0.3020060062408447,high,kitchen tools,spoons
food,eggbeater,no,0.3938419818878174,high,food,eggbeaters
accessory,drink,no,0.5881460309028625,high,accessories,drinks
kitchen tool,nutcracker,yes,0.26309192180633545,low,kitchen tools,nutcrackers
food,chips,yes,0.3277440667152405,high,food,chip
outerwear,boxer shorts,no,0.5443795919418335,high,outerwear,boxer shorts
accessory,ham,no,0.11157676577568054,low,accessories,hams
auto part,airbag,yes,0.14559584856033325,low,auto parts,airbags
animal,barrel,no,0.5236943960189819,high,animals,barrels
home decor,mustard,no,0.1829226016998291,low,home decors,mustards
dessert,chocolate,yes,0.5310042500495911,high,desserts,chocolates
garden tool,saw,yes,0.30863696336746216,low,garden tools,saws
mammal,maggot,no,0.5573806166648865,high,mammals,maggots
clothing,crown,yes,0.4509582221508026,high,wearables,crowns
breakfast,smoothie,no,0.6182347536087036,high,breakfasts,smoothies
weapon,spear,yes,0.3076879382133484,low,weapons,spears
kitchen equipment,bottle opener,no,0.6008533239364624,high,kitchen equipment,bottle openers
plant,nail,no,0.5459634065628052,high,plants,nails
food,maple syrup,yes,0.38498029112815857,high,food,maple syrups
mammal,ferret,yes,0.560230016708374,high,mammals,ferrets
water vehicle,ham,no,0.10014143586158752,low,water vehicles,hams
plant,ivy,yes,0.2810384929180145,low,plants,ivy
mammal,dalmatian,yes,0.5560204982757568,high,mammals,dalmatians
fruit,avocado,yes,0.19097474217414856,low,fruits,avocados
container,jam,no,0.12669627368450165,low,containers,jam
food,egg,yes,0.3194109797477722,low,food,eggs
jewelry,kiwi,no,0.11076514422893524,low,jewelry,kiwis
weapon,baton,yes,0.2693477272987366,low,weapons,baton
animal,raccoon,yes,0.35651710629463196,high,animals,raccoons
tool,bank,no,0.5869748592376709,high,tools,banks
clothing,microphone,no,0.5159574747085571,high,wearables,microphones
tool,needle,yes,0.439056932926178,high,tools,needles
food,cabbage,yes,0.3030984699726105,low,food,cabbages
breakfast,meatball,no,0.57090824842453,high,breakfasts,meatballs
electronic device,vending machine,yes,0.485795259475708,high,electronic devices,vending machines
mammal,shopping cart,no,0.21995322406291962,low,mammals,shopping carts
seafood,squid,yes,0.24613544344902039,low,seafood,squids
furniture,loveseat,yes,0.2685123682022095,low,furniture,loveseats
food,pin,no,0.2618521451950073,low,food,pins
auto part,exhaust pipe,yes,0.31156501173973083,high,auto parts,exhaust pipes
musical instrument,harp,yes,0.19791176915168762,low,musical instruments,harps
fruit,blueberry,yes,0.2963947355747223,high,fruits,blueberries
footwear,footrest,no,0.663318395614624,high,footwears,footrests
animal,porcupine,yes,0.286441445350647,low,animals,porcupines
clothing,sauerkraut,no,0.2788395881652832,low,wearables,sauerkrauts
footwear,slipper,yes,0.5629070997238159,high,footwears,slippers
animal,kebab,no,0.17777428030967712,low,animals,kebabs
electronic device,fan,yes,0.2282661497592926,low,electronic devices,fans
home decor,chandelier,yes,0.3378569483757019,low,home decors,chandeliers
container,remote control,no,0.5274633169174194,high,containers,remote controls
accessory,visor,yes,0.38303977251052856,high,accessories,visors
food,ginger,yes,0.34761613607406616,high,food,ginger
container,hook,no,0.6120731830596924,high,containers,hooks
container,saltshaker,yes,0.30683332681655884,low,containers,saltshakers
food,bean,yes,0.3258960545063019,high,food,beans
tool,shovel,yes,0.24708783626556396,low,tools,shovels
clothing,overalls,yes,0.4642353653907776,high,wearables,overalls
electronic device,muff,no,0.08018766343593597,low,electronic devices,muff
container,nightstand,yes,0.2691311240196228,low,containers,nightstand
weapon,button,no,0.6597768664360046,high,weapons,buttons
clothing,sea urchin,no,0.3042880594730377,low,wearables,sea urchins
vehicle,stroller,yes,0.32879212498664856,low,vehicles,strollers
food,candy,yes,0.29156047105789185,low,food,candies
electronic device,microphone,yes,0.48636674880981445,high,electronic devices,microphones
furniture,water filter,no,0.5423545837402344,high,furniture,water filters
vegetable,tomato,yes,0.5606763958930969,high,vegetables,tomatoes
food,jalapeno,yes,0.24478904902935028,low,food,jalapenoes
fruit,cranberry,yes,0.2557181119918823,high,fruits,cranberries
women's clothing,veil,yes,0.2964838743209839,high,women's clothes,veils
food,spam,yes,0.30495667457580566,low,food,spam
mammal,bison,yes,0.4966258406639099,low,mammals,bisons
food,turtleneck,no,0.27000194787979126,low,food,turtlenecks
musical instrument,spam,no,0.12360589951276779,low,musical instruments,spam
office supply,rubber band,yes,0.4731573760509491,high,office supplies,rubber bands
school supply,shopping cart,no,0.5929751396179199,high,school supplies,shopping carts
medical equipment,food processor,no,0.5773359537124634,high,medical equipments,food processors
tool,tape measure,yes,0.4872087836265564,high,tools,tape measures
electronic device,kiwi,no,0.07976736128330231,low,electronic devices,kiwis
animal,album,no,0.6267673969268799,high,animals,albums
drink,wine,yes,0.32107341289520264,low,drinks,wines
game,domino,yes,0.455096036195755,high,games,dominoes
clothing,glove,yes,0.5213274955749512,high,wearables,gloves
toy,marble,yes,0.5094335079193115,high,toys,marbles
fastener,gasket,yes,0.5488380193710327,high,fasteners,gaskets
weapon,dart,yes,0.39920076727867126,high,weapons,darts
sea animal,kale,no,0.10154445469379425,low,sea animals,kales
dessert,cake,yes,0.5535452961921692,high,desserts,cakes
toiletry,cabinet,no,0.5678132772445679,high,toiletries,cabinets
auto part,steering wheel,yes,0.3345714211463928,high,auto parts,steering wheels
animal,mongoose,yes,0.3791697919368744,high,animals,mongooses
food,gumball,yes,0.38237473368644714,high,food,gumballs
insect,handle,no,0.17665624618530273,low,insects,handles
plant,corn,yes,0.3623169958591461,low,plants,corns
vehicle,baklava,no,0.09807173162698746,low,vehicles,baklavas
headwear,headlight,no,0.740598201751709,high,headwears,headlights
kitchen equipment,cooker,yes,0.41753828525543213,high,kitchen equipment,cookers
livestock,match,no,0.08553054183721542,low,livestocks,matches
kitchen tool,mattress,no,0.6152895092964172,high,kitchen tools,mattresses
bird,toucan,yes,0.3760349750518799,low,birds,toucans
food,ship,no,0.2536166310310364,low,food,ships
sea animal,blowfish,yes,0.3268151879310608,high,sea animals,blowfish
plant,margarita,no,0.2452389895915985,low,plants,margarita
fruit,strawberry,yes,0.26723939180374146,high,fruits,strawberries
school supply,ham,no,0.09809233248233795,low,school supplies,hams
toy,marijuana,no,0.2532060146331787,low,toys,marijuana
outerwear,backpack,no,0.6040617227554321,high,outerwear,backpacks
animal,worm,yes,0.3956874907016754,high,animals,worms
tool,clasp,yes,0.43704134225845337,high,tools,clasps
outerwear,lab coat,yes,0.4271073341369629,high,outerwear,lab coats
mammal,toolbox,no,0.25900042057037354,low,mammals,toolboxes
toiletry,bottle opener,no,0.6066571474075317,high,toiletries,bottle openers
container,cornmeal,no,0.18408626317977905,low,containers,cornmeal
fastener,lock,yes,0.4298602342605591,low,fasteners,locks
clothing,roll,no,0.3129870593547821,low,wearables,roll
tool,lightbulb,yes,0.4211384057998657,high,tools,lightbulbs
kitchen equipment,mattress,no,0.6325987577438354,high,kitchen equipment,mattresses
animal,donkey,yes,0.26877015829086304,low,animals,donkeys
toy,aloe,no,0.28791654109954834,low,toys,aloe
mammal,hammer,no,0.558758020401001,high,mammals,hammers
home decor,tapestry,yes,0.3346351981163025,low,home decors,tapestries
furniture,workbench,yes,0.4045431613922119,high,furniture,workbenches
protective clothing,swimming pool,no,0.5756121873855591,high,protective clothing,swimming pools
kitchen tool,swimming pool,no,0.6637215614318848,high,kitchen tools,swimming pools
food,celery,yes,0.284773051738739,low,food,celeries
home decor,bonsai,yes,0.30985116958618164,low,home decors,bonsai
clothing,sewing machine,no,0.5318850874900818,high,wearables,sewing machines
livestock,bull,yes,0.4709492325782776,low,livestocks,bulls
container,sheep,no,0.15670743584632874,low,containers,sheeps
kitchen equipment,hotplate,yes,0.2824188470840454,low,kitchen equipment,hotplates
bird,flamingo,yes,0.39564049243927,low,birds,flamingoes
food,chili,yes,0.300049751996994,low,food,chilies
livestock,rabbit,yes,0.600757360458374,high,livestocks,rabbits
insect,bug,yes,0.5755336880683899,high,insects,bugs
livestock,stapler,no,0.6762959957122803,high,livestocks,staplers
weapon,grenade,yes,0.39754754304885864,high,weapons,grenades
dessert,shortbread,yes,0.4948951303958893,low,desserts,shortbreads
container,mold,yes,0.35095706582069397,high,containers,molds
electronic device,lavender,no,0.11691765487194061,low,electronic devices,lavenders
toiletry,deodorant,yes,0.313051700592041,low,toiletries,deodorants
headwear,hairnet,yes,0.5033284425735474,low,headwears,hairnets
clothing,cardigan,yes,0.44883328676223755,high,wearables,cardigans
headwear,sandwich,no,0.5876820087432861,high,headwears,sandwiches
animal,glove,no,0.49496036767959595,high,animals,gloves
mammal,chihuahua,yes,0.5454228520393372,high,mammals,chihuahuas
toy,train set,yes,0.45682114362716675,low,toys,train sets
office supply,guacamole,no,0.039892833679914474,low,office supplies,guacamoles
home decor,aquarium,yes,0.35949286818504333,high,home decors,aquariums
breakfast,french fries,yes,0.48436403274536133,high,breakfasts,french fries
animal,barnacle,yes,0.3961696922779083,high,animals,barnacles
tool,thermometer,yes,0.32853078842163086,low,tools,thermometers
medical equipment,bedpan,yes,0.3498743772506714,low,medical equipments,bedpans
seafood,jellyfish,yes,0.40802687406539917,high,seafood,jellyfish
condiment,soy sauce,yes,0.4194565415382385,low,condiments,soy sauce
food,seaweed,yes,0.3499137759208679,high,food,seaweeds
women's clothing,bra,yes,0.1063004732131958,low,women's clothes,bras
water vehicle,tugboat,yes,0.3248487710952759,low,water vehicles,tugboats
headwear,crown,yes,0.5070463418960571,low,headwears,crowns
tool,bag,no,0.58040851354599,high,tools,bags
food,table,no,0.26313817501068115,low,food,tables
animal,bee,yes,0.318678617477417,low,animals,bees
drink,panda,no,0.11750304698944092,low,drinks,pandas
plant,artichoke,yes,0.40278738737106323,high,plants,artichokes
fastener,marijuana,no,0.27436351776123047,low,fasteners,marijuana
container,keyboard,no,0.5283800959587097,high,containers,keyboards
vehicle,boat,yes,0.4713904559612274,high,vehicles,boats
garden tool,ham,no,0.12365098297595978,low,garden tools,hams
clothing,bulletproof vest,yes,0.5287426710128784,high,wearables,bulletproof vests
vehicle,mailbox,no,0.612585186958313,high,vehicles,mailboxes
jewelry,anklet,yes,0.33909833431243896,low,jewelry,anklets
plant,panda,no,0.25369346141815186,low,plants,pandas
toy,beachball,yes,0.5558648109436035,high,toys,beachballs
vehicle,tool,no,0.6647847890853882,high,vehicles,tools
tool,kiwi,no,0.15288704633712769,low,tools,kiwis
mammal,goblet,no,0.5490678548812866,high,mammals,goblets
food,nail file,no,0.4094744920730591,high,food,nail files
tool,camera,no,0.5796473026275635,high,tools,cameras
fruit,raisin,yes,0.24527046084403992,low,fruits,raisins
seafood,ice cream,no,0.5406917333602905,high,seafood,ice creams
mammal,moccasin,no,0.5670010447502136,high,mammals,moccasins
food,coffee pot,no,0.4161199927330017,high,food,coffee pots
food,flan,yes,0.21925079822540283,low,food,flan
breakfast,drink,no,0.5783256888389587,high,breakfasts,drinks
container,jalapeno,no,0.16918660700321198,low,containers,jalapenoes
animal,mandolin,no,0.17187611758708954,low,animals,mandolins
food,boxer shorts,no,0.41415315866470337,high,food,boxer shorts
garden tool,pitchfork,yes,0.3935789465904236,high,garden tools,pitchforks
food,banana,yes,0.29589807987213135,low,food,bananas
drink,champagne,yes,0.30235975980758667,low,drinks,champagne
fastener,tape,yes,0.490592896938324,low,fasteners,tapes
food,onion,yes,0.3533417582511902,high,food,onions
food,handle,no,0.16418340802192688,low,food,handles
container,vial,yes,0.3800507187843323,high,containers,vials
animal,sauerkraut,no,0.12138071656227112,low,animals,sauerkrauts
weapon,pickax,yes,0.5096980333328247,high,weapons,pickaxes
toiletry,school bus,no,0.5651339292526245,high,toiletries,school buses
electronic device,golf cart,no,0.4647381901741028,high,electronic devices,golf carts
furniture,chest,yes,0.35527223348617554,low,furniture,chests
tool,pipe,yes,0.481682687997818,high,tools,pipes
drink,hot chocolate,yes,0.2590941786766052,low,drinks,hot chocolates
vehicle,table,no,0.5642334818840027,high,vehicles,tables
toiletry,breadbox,no,0.5808987617492676,high,toiletries,breadboxes
electronic device,bow,no,0.08605024218559265,low,electronic devices,bow
toiletry,toilet paper,yes,0.8044406175613403,high,toiletries,toilet papers
vehicle,golf cart,yes,0.35619887709617615,high,vehicles,golf carts
toy,balloon,yes,0.5636002421379089,high,toys,balloons
container,flan,no,0.1483137309551239,low,containers,flan
fruit,bulldozer,no,0.11076120287179947,low,fruits,bulldozers
furniture,panda,no,0.08501704782247543,low,furniture,pandas
mammal,elephant,yes,0.5122755765914917,high,mammals,elephants
tool,dandelion,no,0.19202008843421936,low,tools,dandelions
clothing,broccoli,no,0.2805269956588745,low,wearables,broccolis
clothing,ottoman,no,0.2999612092971802,low,wearables,ottoman
breakfast,donut,yes,0.45939764380455017,high,breakfasts,donuts
tool,backpack,no,0.5046564340591431,high,tools,backpacks
furniture,filing cabinet,yes,0.4970265328884125,high,furniture,filing cabinets
clothing,snowshoe,yes,0.4464500844478607,high,wearables,snowshoes
accessory,backpack,no,0.6525832414627075,high,accessories,backpacks
mammal,trolley,no,0.552431583404541,high,mammals,trolleys
animal,boar,yes,0.29891639947891235,low,animals,boars
home decor,scarecrow,yes,0.29150205850601196,low,home decors,scarecrows
tool,remote control,no,0.5416796207427979,high,tools,remote controls
animal,yak,yes,0.27429890632629395,low,animals,yaks
clothing,smoothie,no,0.5688043832778931,high,wearables,smoothies
tool,nail file,yes,0.32831811904907227,low,tools,nail files
plant,jam,no,0.18827879428863525,low,plants,jam
women's clothing,headscarf,yes,0.4385313391685486,high,women's clothes,headscarves
tool,padlock,yes,0.5419521927833557,high,tools,padlocks
fastener,staple,yes,0.48381656408309937,low,fasteners,staples
plant,bush,yes,0.524811863899231,high,plants,bushes
outerwear,broccoli,no,0.15163566172122955,low,outerwear,broccolis
school supply,coffee table,no,0.5852940678596497,high,school supplies,coffee tables
musical instrument,clarinet,yes,0.27016517519950867,low,musical instruments,clarinets
animal,glass,no,0.5015879273414612,high,animals,glasses
electronic device,canister,no,0.4715797007083893,high,electronic devices,canisters
medical equipment,air mattress,no,0.5181999206542969,high,medical equipments,air mattresses
fruit,lavender,no,0.07308939099311829,low,fruits,lavenders
toy,skateboard,yes,0.5225911140441895,high,toys,skateboards
weapon,landmine,yes,0.41587862372398376,high,weapons,landmines
container,doghouse,yes,0.30110055208206177,low,containers,doghouses
food,croissant,yes,0.3164578080177307,low,food,croissants
auto part,rearview mirror,yes,0.2773212492465973,high,auto parts,rearview mirrors
container,brush,no,0.5147047638893127,high,containers,brushes
home decor,food processor,no,0.5606486797332764,high,home decors,food processors
bird,ball,no,0.5905488133430481,high,birds,balls
outerwear,coat,yes,0.37868690490722656,low,outerwear,coats
mammal,stethoscope,no,0.5709960460662842,high,mammals,stethoscopes
garden tool,shears,yes,0.329023540019989,high,garden tools,shears
kitchen equipment,air mattress,no,0.6174649596214294,high,kitchen equipment,air mattresses
furniture,step stool,yes,0.40823259949684143,high,furniture,step stools
livestock,marijuana,no,0.08927711844444275,low,livestocks,marijuana
livestock,turkey,yes,0.5964598655700684,high,livestocks,turkeys
condiment,casserole,no,0.5650928020477295,high,condiments,casseroles
animal,toucan,yes,0.32060080766677856,high,animals,toucans
outerwear,coverall,yes,0.3947349786758423,high,outerwear,coveralls
tool,chisel,yes,0.2861415445804596,low,tools,chisels
animal,pig,yes,0.32387402653694153,high,animals,pigs
clothing,tiramisu,no,0.2958500385284424,low,wearables,tiramisu
vehicle,submarine,yes,0.358688086271286,high,vehicles,submarines
plant,boat,no,0.5685978531837463,high,plants,boats
animal,baklava,no,0.15516221523284912,low,animals,baklavas
container,tablet,no,0.5156469345092773,high,containers,tablets
accessory,insole,yes,0.3425976037979126,low,accessories,insoles
dessert,birthday cake,yes,0.516714870929718,high,desserts,birthday cakes
toiletry,mascara,yes,0.23042938113212585,low,toiletries,mascaras
clothing,kiwi,no,0.2982126772403717,low,wearables,kiwis
home decor,coaster,yes,0.34629178047180176,high,home decors,coasters
clothing,can,no,0.3062938153743744,low,wearables,cans
animal,drink,no,0.5585651397705078,high,animals,drinks
animal,mole,yes,0.3173028230667114,low,animals,moles
women's clothing,leggings,yes,0.2649514973163605,low,women's clothes,leggings
mammal,daisy,no,0.5506256818771362,high,mammals,daisies
tool,drink,no,0.5794390439987183,high,tools,drinks
food,flour,yes,0.2776406705379486,low,food,flours
game,hopscotch,yes,0.35919657349586487,low,games,hopscotches
weapon,asparagus,no,0.16691133379936218,low,weapons,asparagus
home decor,jam,no,0.1808640956878662,low,home decors,jam
drink,album,no,0.5963433980941772,high,drinks,albums
food,reindeer,no,0.25013792514801025,low,food,reindeers
livestock,handle,no,0.01974257081747055,low,livestocks,handles
sea animal,cruise ship,no,0.5429458618164062,high,sea animals,cruise ships
clothing,hovercraft,no,0.549552321434021,high,wearables,hovercrafts
food,frame,no,0.2440420538187027,low,food,frames
water vehicle,boat,yes,0.48024192452430725,high,water vehicles,boats
electronic device,water heater,yes,0.46193259954452515,high,electronic devices,water heaters
school supply,papaya,no,0.08333903551101685,low,school supplies,papayas
fruit,stir fry,no,0.07720351219177246,low,fruits,stir fry
clothing,headscarf,yes,0.5013337135314941,high,wearables,headscarves
clothing,slot machine,no,0.3086095452308655,low,wearables,slot machines
plant,computer,no,0.569961667060852,high,plants,computers
food,pudding,yes,0.3253624439239502,low,food,puddings
candy,candlestick,no,0.7871782183647156,high,candies,candlesticks
tool,car,no,0.5601804256439209,high,tools,cars
clothing,urn,no,0.2731465697288513,low,wearables,urns
water vehicle,raft,yes,0.3057285249233246,low,water vehicles,rafts
kitchen tool,tongs,yes,0.191560760140419,low,kitchen tools,tongs
tool,frame,no,0.5736256837844849,high,tools,frames
animal,trombone,no,0.2020612508058548,low,animals,trombones
garden tool,lawnmower,yes,0.3824591338634491,high,garden tools,lawnmowers
toy,doll,yes,0.5637862682342529,high,toys,dolls
headwear,police car,no,0.22093279659748077,low,headwears,police cars
dessert,brownie,yes,0.5278286933898926,high,desserts,brownies
food,cinnamon,yes,0.33794528245925903,high,food,cinnamon
mammal,roll,no,0.2304389476776123,low,mammals,roll
accessory,footrest,no,0.5450912714004517,high,accessories,footrests
food,toaster oven,no,0.41384679079055786,high,food,toaster oven
vehicle,airboat,yes,0.29851382970809937,low,vehicles,airboats
home decor,potpourri,yes,0.26483145356178284,low,home decors,potpourris
mammal,swimming pool,no,0.24697957932949066,low,mammals,swimming pools
fastener,rollerblade,no,0.5930694937705994,high,fasteners,rollerblades
kitchen tool,bottle opener,yes,0.6381375789642334,high,kitchen tools,bottle openers
fruit,tool,no,0.5491973161697388,high,fruits,tools
container,cabinet,yes,0.4798973500728607,high,containers,cabinets
office supply,fountain pen,yes,0.3806149959564209,high,office supplies,fountain pens
drink,punch,yes,0.39488962292671204,high,drinks,punches
fastener,stretcher,no,0.6099206209182739,high,fasteners,stretchers
outerwear,bracelet,no,0.5793102383613586,high,outerwear,bracelets
food,cellphone,no,0.4402443766593933,high,food,cellphones
breakfast,breadbox,no,0.6033604145050049,high,breakfasts,breadboxes
plant,ottoman,no,0.24522791802883148,low,plants,ottoman
tool,harp,no,0.18233276903629303,low,tools,harps
toy,lego,yes,0.49931785464286804,high,toys,legos
clothing,rocking horse,no,0.5168424844741821,high,wearables,rocking horses
furniture,air mattress,yes,0.5928074717521667,high,furniture,air mattresses
electronic device,generator,yes,0.2874649167060852,low,electronic devices,generators
clothing,organ,no,0.3097991347312927,low,wearables,organs
weapon,trident,yes,0.2860349416732788,low,weapons,tridents
container,robe,no,0.1726967990398407,low,containers,robes
container,frame,no,0.582347571849823,high,containers,frames
bird,panda,no,0.18765076994895935,low,birds,pandas
container,birdbath,yes,0.2867507040500641,low,containers,birdbaths
furniture,cabinet,yes,0.5490249395370483,high,furniture,cabinets
home decor,bra,no,0.15794098377227783,low,home decors,bras
home decor,panda,no,0.1743834912776947,low,home decors,pandas
animal,potato,no,0.5115965604782104,high,animals,potatoes
sea animal,sardine,yes,0.29513847827911377,low,sea animals,sardines
footwear,footbath,no,0.7338622808456421,high,footwears,footbaths
tool,doorknocker,yes,0.38906049728393555,high,tools,doorknockers
